序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000889,中嘉博创,10.0,2.97,5352760,2583453537.7200003,2780784626.4,0.20719395577907562,150852014,092500,092500,0,1/1,1,通信服务
2,002826,易明医药,10.016420364379883,13.4,22547966,2314364049.0,2555081850.0,0.9742618203163147,434207114,092500,092500,0,1/1,1,中药
3,002951,金时科技,10.032362937927246,10.2,17250668,4130984699.9999995,4130999999.9999995,0.4175921678543091,59402331,092500,092500,0,2/2,2,包装材料
4,603879,永悦科技,9.932659149169922,6.53,475418352,2346519193.2000003,2346519245.44,20.261585235595703,64030156,092501,133116,2,3/3,3,塑料制品
5,605005,合兴股份,10.004547119140625,24.19,68411037,9700190000.0,9700190000.0,0.7052546143531799,556815797,092501,092501,0,5/4,2,汽车零部
6,603226,菲林格尔,9.975668907165527,9.04,194455671,3213645600.7999997,3213645655.0399995,6.145529747009277,35056134,092502,094550,3,2/2,1,装修建材
7,605099,共创草坪,10.010725975036621,30.77,263944786,12310769300.0,12358524340.0,2.1695430278778076,54354435,092502,093723,2,3/3,3,家用轻工
8,603076,乐惠国际,10.0,36.3,155632864,4381458787.2,4381458787.2,3.5647034645080566,104224560,093002,093159,2,7/5,2,专用设备
9,000533,顺钠股份,10.046367645263672,7.12,198172626,4876505088.0,4918609920.0,4.095625400543213,203153984,093036,093036,0,1/1,1,电网设备
10,002177,御银股份,10.043041229248047,7.67,3307455728,5132841574.38,5838337240.32,65.51588439941406,827585,093115,141448,9,5/5,5,计算机设
11,002082,万邦德,10.014513969421387,7.58,787689104,4193679888.76,4636603044.4800005,19.180734634399414,31721542,093118,132351,3,3/3,3,化学制药
12,000989,九芝堂,10.053476333618164,10.29,881273200,7142838002.369999,8807643344.64,12.513202667236328,136951328,093121,093603,2,2/2,2,中药
13,605006,山东玻纤,9.98509693145752,7.38,329066832,4428068648.76,4508881139.5199995,7.534539699554443,78082023,093141,093547,3,2/2,2,玻璃玻纤
14,603017,中衡设计,10.009267807006836,11.87,268170988,3275001584.8599997,3275001561.12,8.668978691101074,125716167,093229,093229,0,3/3,3,工程咨询
