序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000903,云内动力,10.071942329406738,4.59,239424581,8814000964.32,8949440481.119999,2.71641206741333,272423761,092500,092500,0,5/3,2,汽车零部
2,001332,锡装股份,10.005422592163086,40.57,148264198,1095390000.0,4462700000.0,13.562044143676758,140299701,092500,093112,1,2/2,2,专用设备
3,002366,融发核电,10.016155242919922,6.81,217744997,8556522495.9,14171185382.88,2.5447838306427,585691312,092500,092500,0,3/3,3,电源设备
4,603333,尚纬股份,10.026738166809082,8.23,27914736,5115172032.780001,5115172016.320001,0.5457242727279663,480012058,092501,092501,0,4/4,4,电网设备
5,605388,均瑶健康,10.01430606842041,7.69,38553969,4617721960.0,4617721960.0,0.8349131941795349,315804307,092501,092501,0,2/2,2,食品饮料
6,603577,汇金通,10.053476333618164,10.29,28718052,3489741338.9999995,3489741380.16,0.8229278326034546,621404147,092503,092503,0,2/2,2,电网设备
7,603607,京华激光,9.989701271057129,32.04,602990848,5719678272.0,5719678272.0,10.547168731689453,198236862,093000,094948,1,6/5,4,造纸印刷
8,603056,德邦股份,9.992961883544922,15.63,336790320,15939714514.44,15939714576.960001,2.1241025924682617,129500755,093001,100128,1,1/1,1,物流行业
9,001230,劲旅环境,10.0,21.12,81385421,1142121319.68,2819437568.6400003,7.1800408363342285,75093004,093015,093015,0,1/1,1,环保行业
10,603518,锦泓集团,10.060606002807617,9.08,112757666,3124000640.72,3147908734.72,3.645540237426758,103004536,093024,093024,0,1/1,1,纺织服装
11,603192,汇得科技,9.996140480041504,28.5,223185942,3952000009.5,4022879509.5,5.661309242248535,170596183,093025,093025,0,5/5,5,化学制品
12,601579,会稽山,9.98593521118164,23.46,335567840,11248211575.140001,11248211551.68,3.0062785148620605,190155030,093027,093436,1,5/3,2,酿酒行业
13,600192,长城电工,10.068026542663574,8.09,412838464,3573741320.0,3573741320.0,11.62364673614502,31979770,093033,103030,6,2/2,2,电网设备
14,688455,科捷智能,20.0,17.28,222066808,2243793605.76,3125073605.76,10.076515197753906,37744237,093051,094939,2,2/2,2,通用设备
15,600172,黄河旋风,10.1010103225708,4.36,335690000,5564475070.0,6287924332.8,6.077980041503906,340415284,093119,093119,0,1/1,1,非金属材
16,603693,江苏新能,9.984151840209961,13.88,260379466,12373685214.400002,12373685325.44,2.135491371154785,300753089,093204,093204,0,1/1,1,电力行业
17,002846,英联股份,10.034305572509766,12.83,288139312,3297542171.68,5388518298.56,8.996539115905762,259368790,093221,093221,0,3/2,1,包装材料
18,002549,凯美特气,10.038986206054688,11.29,1063508800,7816739048.539999,7850477836.16,13.801924705505371,211338639,093309,095330,2,2/2,2,化学制品
19,002259,升达林业,10.073710441589355,4.48,128912035,3370430636.1600003,3370430658.5600004,3.9620797634124756,160979638,093536,093536,0,4/2,1,燃气
20,600189,泉阳泉,9.986320495605469,8.04,321959792,5750190408.48,5750190376.32,5.682796955108643,110188690,093602,093602,0,1/1,1,食品饮料
21,600530,交大昂立,10.012836456298828,8.57,516980000,6641064400.0,6641064400.0,7.901594638824463,160699926,093611,095559,1,1/1,1,食品饮料
