序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000889,中嘉博创,10.1010103225708,3.27,3318118,2844408440.52,3061671962.4,0.11665406078100204,196017811,092500,092500,0,2/2,2,通信服务
2,002298,中电鑫龙,10.045661926269531,7.23,171395587,4726000957.68,5351001778.08,3.6266515254974365,271277791,092500,092500,0,2/2,2,电网设备
3,002826,易明医药,10.0,14.74,7375380,2545800453.9,2810590035.0,0.2897077202796936,710226779,092500,092500,0,2/2,2,中药
4,603093,南华期货,9.974586486816406,17.31,545102928,10560240607.83,10560240521.279999,5.169097900390625,35802273,092500,104339,6,3/3,3,多元金融
5,002090,金智科技,9.989593505859375,10.57,128645808,4185905101.84,4234099651.04,3.084101676940918,226422263,093000,093000,0,1/1,1,电网设备
6,000533,顺钠股份,9.971909523010254,7.83,965931456,5362785792.0,5409089280.0,18.08989143371582,127817107,093006,094418,2,2/2,2,电网设备
7,002951,金时科技,10.0,11.22,278750864,4544083170.0,4544100000.0,6.209301948547363,52168422,093018,095154,5,3/3,3,包装材料
8,603392,万泰生物,9.994385719299316,78.36,911097216,99135020570.64,99135020100.48,0.9192939400672913,600579484,093020,093020,0,1/1,1,生物制品
9,001258,立新能源,10.029069900512695,7.57,114838988,3548130226.13,7065333292.96,3.268038511276245,121366782,093024,093024,0,1/1,1,电力行业
10,600939,重庆建工,10.031347274780273,3.51,158474087,6675316065.99,6675316090.559999,2.3965282440185547,48706515,093032,093032,0,2/2,2,工程建设
11,600698,湖南天雁,9.941520690917969,7.52,833663536,6244196437.92,8055574640.639999,13.51259708404541,71538429,093054,102224,7,1/1,1,汽车零部
12,605099,共创草坪,10.009750366210938,33.85,166013978,13543046500.0,13595581700.0,1.235196828842163,161439823,093108,093108,0,4/4,4,家用轻工
13,300513,恒实科技,20.05108642578125,9.4,354633712,2645505957.6,2948696828.8,13.720839500427246,258041411,093136,093957,1,1/1,1,通信服务
14,000695,滨海能源,10.0,17.05,390203648,3780332206.2000003,3787615539.9500003,10.665947914123535,217761184,093148,093148,0,13/8,1,造纸印刷
15,603226,菲林格尔,9.955751419067383,9.94,115334108,3533588193.7999997,3533588253.44,3.3312151432037354,43828799,093157,093157,0,3/3,2,装修建材
