序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,833171,国航远洋,12.14,27.79,2.64,970454.0,1042280933.2,34.11,12.3,9.06,9.5,9.5,4.6,33.82,-109.25,5.01,6742646479.0,3483432771.0,1.93,0.91,94.86,100.66
2,300845,捷安高科,17.7,20.0,2.95,355116.0,601777552.1,18.92,17.7,14.91,14.92,14.75,9.52,34.71,-95.0,3.11,2582303764.0,1810686530.0,0.0,0.0,29.2,38.17
3,300946,恒而达,70.56,20.0,11.76,113239.0,786395116.67,9.39,70.56,65.04,65.04,58.8,3.53,20.04,105.74,7.06,8467623360.0,3987416160.0,0.0,0.0,162.21,159.79
4,301559,中集环科,18.62,19.97,3.1,269936.0,472786794.53,20.88,18.62,15.38,15.47,15.52,19.91,29.99,124.81,2.5,11172000000.0,1675800000.0,3.73,4.02,23.39,21.3
5,836077,吉林碳谷,14.43,17.41,2.14,284457.0,390174911.64,16.68,14.49,12.44,12.47,12.29,8.27,8.97,90.23,3.43,8480248619.0,4573686869.0,0.56,0.77,28.38,29.3
6,300879,大叶股份,45.08,16.79,6.48,352677.0,1474338162.38,20.67,45.71,37.73,37.96,38.6,1.71,17.54,11.75,6.52,9124139392.0,9062362436.0,-1.14,0.45,165.65,187.5
7,872351,华光源海,34.76,16.37,4.89,157668.0,502403624.66,25.71,35.58,27.9,28.77,29.87,2.89,44.72,71.81,6.67,3060111860.0,1225652860.0,0.0,-0.09,146.35,237.48
8,300603,立昂技术,12.52,14.55,1.59,811122.0,1024122797.78,11.71,13.12,11.84,12.06,10.93,10.24,21.89,-63.86,4.04,5819273852.0,4638284663.0,-0.32,-0.16,-9.21,12.39
9,300240,飞力达,9.31,13.81,1.13,896649.0,772330433.75,23.11,9.81,7.92,8.03,8.18,3.6,24.68,1442.42,2.4,3459251065.0,3383057363.0,0.76,0.76,44.12,41.7
10,301501,恒鑫生活,72.49,13.57,8.66,68617.0,470089566.0,13.57,72.66,64.0,64.0,63.83,2.07,28.37,22.58,3.65,7393980000.0,1753125851.0,0.68,0.55,81.59,81.59
11,430564,天润科技,26.39,13.16,3.07,76794.0,200262212.77,20.54,27.98,23.19,23.47,23.32,5.18,22.73,-78.74,6.22,1963178965.0,891519040.0,-0.53,-0.9,21.61,83.26
12,838163,方大新材,18.5,12.94,2.12,81695.0,139989851.53,19.66,19.19,15.97,16.47,16.38,3.71,13.31,50.38,5.0,2381230460.0,1135482548.0,-0.43,-2.73,31.21,32.24
13,836419,万德股份,15.31,12.49,1.7,102535.0,150933265.88,15.06,15.49,13.44,13.44,13.61,4.15,16.28,63.64,2.66,1366541572.0,964443560.0,3.31,3.31,43.08,58.65
14,301317,鑫磊股份,42.7,11.9,4.54,217162.0,856805964.99,19.37,43.58,36.19,36.36,38.16,2.23,48.47,4.26,4.65,6712013000.0,1912960000.0,0.47,0.05,112.54,114.68
15,301518,长华化学,29.4,11.11,2.94,219887.0,620272543.85,18.29,30.75,25.91,26.34,26.46,2.53,41.13,55.1,2.87,4121239198.0,1571583703.0,0.0,-1.93,75.0,82.95
16,301057,汇隆新材,17.63,10.88,1.73,148808.0,266450199.93,19.94,19.08,15.91,16.06,15.9,7.32,17.99,41.97,2.7,2069593422.0,1457991533.0,0.74,0.8,35.72,41.04
17,002421,达实智能,3.69,10.15,0.34,1601102.0,582590422.89,6.87,3.69,3.46,3.46,3.35,6.33,7.98,-47.16,2.33,7824946248.0,7404692576.0,0.0,0.0,-6.11,7.58
18,601866,中远海发,2.61,10.13,0.24,3216647.0,809165778.0,10.55,2.61,2.36,2.37,2.37,10.56,3.27,18.14,1.14,34860770662.0,25650344272.0,0.0,0.0,7.41,0.0
19,600798,宁波海运,3.7,10.12,0.34,237221.0,87771914.0,0.0,3.7,3.7,3.7,3.36,1.44,1.97,-24.03,1.14,4464176544.0,4464176544.0,0.0,0.0,23.75,22.11
20,000637,茂化实华,4.03,10.11,0.37,407859.0,160910646.46,11.75,4.03,3.6,3.65,3.66,10.43,11.08,-14.94,3.42,2095097685.0,1483097448.0,0.0,0.0,9.21,8.33
21,002383,合众思壮,9.63,10.06,0.88,680533.0,649807044.98,9.71,9.63,8.78,8.78,8.75,1.63,9.19,663.42,4.26,7129669737.0,7129669737.0,0.0,0.0,19.04,22.21
22,000576,甘化科工,10.07,10.05,0.92,265022.0,266635146.07,0.55,10.07,10.02,10.02,9.15,0.91,6.11,150.71,2.71,4394731415.0,4368893557.0,0.0,0.0,31.46,38.71
23,600370,三房巷,2.08,10.05,0.19,400988.0,81781018.0,8.99,2.08,1.91,1.91,1.89,2.59,1.03,-16.63,1.55,8104980884.0,8104980884.0,0.0,0.0,14.29,13.04
24,603332,苏州龙杰,14.36,10.04,1.31,452359.0,645781780.0,4.06,14.36,13.83,14.36,13.05,17.54,20.91,59.21,2.43,3106745562.0,3106745562.0,0.0,0.0,51.32,66.78
25,002551,尚荣医疗,4.39,10.03,0.4,1135349.0,498343752.51,1.5,4.39,4.33,4.39,3.99,6.24,18.58,66.45,1.4,3711721197.0,2682365113.0,0.0,0.0,33.03,42.53
26,002040,南 京 港,8.45,10.03,0.77,670534.0,561256990.7,6.38,8.45,7.96,8.03,7.68,6.33,13.8,25.8,1.25,4139724839.0,4106194225.0,0.0,0.0,27.07,28.22
27,600610,中毅达,14.37,10.03,1.31,789657.0,1106942646.0,7.58,14.37,13.38,13.52,13.06,1.43,11.14,279.67,190.03,15394216074.0,10184402751.0,0.0,0.0,239.72,239.72
28,002809,红墙股份,18.34,10.02,1.67,276281.0,494029043.91,7.56,18.34,17.08,17.5,16.67,1.05,20.06,379.96,2.38,3855600153.0,2526062706.0,0.0,0.0,114.5,131.27
29,002909,集泰股份,6.92,10.02,0.63,58100.0,40205200.0,0.0,6.92,6.92,6.92,6.29,1.08,1.52,-127.22,2.99,2698800000.0,2636546005.0,0.0,0.0,29.83,42.09
30,002365,永安药业,12.41,10.02,1.13,441725.0,532273445.52,8.42,12.41,11.46,11.58,11.28,1.48,17.99,-209.35,1.85,3657009825.0,3047400853.0,0.0,0.0,49.88,55.32
31,601008,连云港,6.15,10.02,0.56,1997605.0,1205028694.0,7.69,6.15,5.72,5.77,5.59,3.22,16.1,83.68,1.89,7629923737.0,7629923737.0,0.0,0.0,66.22,63.13
32,603803,瑞斯康达,10.44,10.01,0.95,144598.0,149426518.0,11.38,10.44,9.36,9.36,9.49,2.63,3.4,-57.85,2.8,4481193115.0,4435784335.0,0.0,0.0,-21.8,9.43
33,002190,成飞集成,29.66,10.01,2.7,192773.0,571765192.56,0.0,29.66,29.66,29.66,26.96,1.83,5.37,5492.96,3.13,10639912313.0,10639912313.0,0.0,0.0,73.25,53.36
34,002136,安 纳 达,10.33,10.01,0.94,196089.0,200275198.7,10.33,10.33,9.36,9.36,9.39,10.87,9.14,-54.13,1.91,2221156600.0,2215328001.0,0.0,0.0,5.95,5.95
35,601022,宁波远洋,10.11,10.01,0.92,607027.0,603220936.0,6.96,10.11,9.47,9.58,9.19,4.36,24.41,18.89,2.22,13230283007.0,2513683007.0,0.0,0.0,28.46,25.9
36,002427,尤夫股份,7.81,10.0,0.71,986132.0,759510965.43,7.18,7.81,7.3,7.4,7.1,1.91,10.01,364.82,8.24,7696229988.0,7690951084.0,0.0,0.0,120.0,124.43
37,600770,综艺股份,4.51,10.0,0.41,91341.0,41194796.0,0.0,4.51,4.51,4.51,4.1,2.08,0.7,-225.79,1.78,5863000000.0,5863000000.0,0.0,0.0,0.67,7.64
38,600530,交大昂立,6.82,10.0,0.62,430785.0,288069975.0,9.68,6.82,6.22,6.79,6.2,3.6,5.56,-191.91,16.58,5284954400.0,5284954400.0,0.0,0.0,40.04,41.2
