序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000826,启迪环境,10.144927024841309,2.28,74692882,3249394346.5199995,3249805405.4399996,2.298671007156372,155252641,092500,092500,0,2/2,2,环保行业
2,000903,云内动力,10.099010467529297,5.56,100413511,10676654762.88,10840716574.08,0.940496027469635,757675744,092500,092500,0,7/5,4,汽车零部
3,001230,劲旅环境,9.987085342407227,25.55,111486531,1381685592.7,3410825278.35,8.068878173828125,151681535,092500,092500,0,3/3,3,环保行业
4,603390,通达电气,10.025062561035156,17.56,256534093,6141702453.4,6175360039.04,4.176921367645264,239676440,092500,092500,0,7/6,4,汽车零部
5,603693,江苏新能,10.019646644592285,16.8,903095376,14976794784.0,14976794918.400002,6.13535213470459,58357824,092501,094510,3,8/4,3,电力行业
6,600834,申通地铁,9.975369453430176,8.93,78899220,4263020411.65,4263020402.72,1.8507821559906006,177600741,092502,092502,0,1/1,1,铁路公路
7,605005,合兴股份,9.98307991027832,19.5,78852638,7819500000.0,7819500000.0,1.0084102153778076,689901712,092503,092503,0,2/2,2,汽车零部
8,605388,均瑶健康,10.047281265258789,9.31,180722936,5590506040.0,5590506040.0,3.232675790786743,153331687,092503,092503,0,4/4,4,食品饮料
9,603056,德邦股份,10.005817413330078,18.91,748438288,19284708987.08,19284709062.72,3.921231746673584,441383529,093027,093251,2,3/3,3,物流行业
10,000539,粤电力Ａ,10.02087688446045,5.27,496926000,13459035340.23,27668996848.64,3.7063405513763428,277488640,093030,093030,0,2/2,2,电力行业
11,603333,尚纬股份,10.055248260498047,9.96,496395808,6190414756.56,6190414736.64,8.189868927001953,228459332,093100,093100,0,6/6,6,电网设备
12,600006,东风股份,9.987668991088867,8.92,1374481680,17840000000.0,17840000000.0,7.785799026489258,207913300,093117,100150,3,1/1,1,汽车整车
13,603066,音飞储存,10.025274276733398,13.06,255330891,3841991766.44,3841991844.8,6.707943916320801,80923233,093117,093641,2,1/1,1,物流行业
14,002743,富煌钢构,9.970674514770508,7.5,263508981,3259282335.0,3264513600.0,8.155988693237305,63394500,093239,093724,2,1/1,1,水泥建材
15,002955,鸿合科技,9.983360290527344,26.44,206366257,4954266916.8,6256759273.280001,4.209945201873779,157710924,093609,093609,0,1/1,1,光学光电
16,603089,正裕工业,10.016555786132812,13.29,288751472,3014832552.87,3014832552.87,9.714569091796875,11929104,093719,135737,8,1/1,1,汽车零部
17,603065,宿迁联盛,10.04273509979248,10.3,257508192,2025736586.5000002,4315365950.400001,13.21049976348877,45692715,093737,093737,0,4/3,1,化学原料
18,603011,合锻智能,9.994385719299316,19.59,1595495280,9685578820.83,9685578722.88,16.818567276000977,175953462,093749,100528,2,4/3,2,专用设备
19,002232,启明信息,10.017271041870117,19.11,343201008,7807360975.05,7807360841.28,4.491518974304199,216978742,093800,093800,0,1/1,1,互联网服
20,002471,中超控股,9.981851577758789,6.06,2960939680,7908280383.78,8296139999.999999,38.06367111206055,197916988,093912,103357,5,19/12,1,电网设备
21,001208,华菱线缆,10.028382301330566,11.63,670105152,3140946047.61,6215351120.0,21.8162899017334,124060699,094127,103103,1,1/1,1,电网设备
22,688206,概伦电子,20.008642196655273,27.77,549456224,4955087353.62,12084889061.119999,11.395601272583008,119221386,094301,094301,0,1/1,1,软件开发
23,300204,舒泰神,20.0,23.04,1198025840,10874403095.039999,11007879782.4,11.543166160583496,71996590,094321,094803,3,1/1,1,生物制品
24,603076,XD乐惠国,9.99665641784668,32.9,346046336,3971074217.6,3971074217.6,8.985919952392578,37929916,094455,100931,5,4/3,2,专用设备
